Intern_ID,Department,Internship_Duration_Weeks,Feedback_Score,Supervisor_Rating,Commute_Distance_km,Monthly_Stipend_XAF,Remote_Work_Option,Returned
INT-00420,Finance,24,8.6,8.8,25.8,25000,Yes,Yes
INT-00421,Finance,19,7.2,5.6,2.8,0,Yes,No
INT-00422,Finance,20,8.8,2.8,6.4,100000,Yes,Yes
INT-00423,IT,24,7.1,7.1,3.8,50000,Yes,Yes
INT-00424,Admin,11,8.8,7.2,2.1,25000,No,Yes
INT-00425,IT,14,6.9,5.8,1.7,150000,No,Yes
INT-00426,Engineering,5,6.7,5.1,3.3,150000,Yes,No
INT-00427,Admin,11,7.1,9.5,9.8,25000,No,Yes
INT-00428,Finance,15,7.9,8.2,29.9,100000,No,No
INT-00429,Admin,24,8.9,5.8,15.9,50000,No,No
INT-00430,IT,4,8.1,4.8,2.5,25000,No,Yes
INT-00431,IT,16,9.7,7.8,1.2,50000,Yes,No
INT-00432,Finance,24,8.0,8.4,9.8,150000,No,Yes
INT-00433,Engineering,20,5.8,7.2,0.7,50000,No,No
INT-00434,IT,17,8.3,5.1,16.2,25000,No,No
INT-00435,IT,17,6.8,5.6,14.5,50000,No,No
INT-00436,Engineering,19,7.4,6.5,13.1,75000,No,Yes
INT-00437,IT,20,5.0,9.1,6.9,25000,No,No
INT-00438,Finance,9,7.5,8.3,29.6,100000,No,No
INT-00439,Engineering,10,8.9,8.5,5.4,75000,Yes,No
INT-00440,IT,4,8.6,9.6,35.0,150000,Yes,No
INT-00441,IT,18,9.2,7.4,17.6,50000,Yes,Yes
INT-00442,Marketing,23,7.6,8.2,1.6,75000,Yes,Yes
INT-00443,Admin,24,4.7,2.9,18.5,100000,No,No
INT-00444,Admin,21,8.9,5.5,3.4,0,No,Yes
INT-00445,Finance,16,8.0,5.3,12.2,50000,No,No
INT-00446,Marketing,5,6.5,8.2,0.5,75000,Yes,Yes
INT-00447,Marketing,22,8.6,7.8,3.1,50000,Yes,Yes
INT-00448,Finance,18,6.5,6.9,11.9,25000,No,Yes
INT-00449,Admin,15,8.2,4.6,29.2,0,No,No
INT-00450,IT,18,9.6,7.4,2.0,100000,No,Yes
INT-00451,Finance,21,8.3,7.9,5.4,50000,Yes,Yes
INT-00452,Engineering,17,6.9,8.4,7.6,0,Yes,Yes
INT-00453,Admin,9,9.3,8.2,24.9,50000,No,No
INT-00454,Marketing,15,6.7,7.3,5.3,25000,No,Yes
INT-00455,IT,23,6.6,5.9,22.2,50000,No,Yes
INT-00456,Admin,9,7.8,9.3,31.1,100000,Yes,No
INT-00457,IT,12,3.3,7.9,23.2,50000,Yes,No
INT-00458,Admin,7,7.7,8.4,11.5,25000,No,Yes
INT-00459,IT,20,8.2,7.5,1.6,100000,Yes,Yes
INT-00460,IT,5,8.7,8.2,7.9,25000,Yes,Yes
INT-00461,IT,19,8.3,8.1,11.7,50000,Yes,Yes
INT-00462,Engineering,17,9.7,7.2,25.3,0,No,No
INT-00463,Engineering,11,5.5,3.2,12.5,150000,No,No
INT-00464,Engineering,17,4.0,9.2,6.7,50000,No,Yes
INT-00465,Marketing,5,4.7,9.4,2.3,25000,No,Yes
INT-00466,Admin,19,9.0,7.8,5.4,50000,No,Yes
INT-00467,IT,7,5.3,6.9,8.6,25000,No,No
INT-00468,Finance,4,7.7,8.7,3.6,100000,No,Yes
INT-00469,IT,23,8.6,6.3,5.4,0,Yes,Yes
INT-00470,Marketing,17,7.8,5.0,0.6,75000,Yes,Yes
INT-00471,IT,11,6.8,9.2,17.4,100000,No,No
INT-00472,Marketing,6,7.8,7.8,0.8,25000,Yes,Yes
INT-00473,IT,8,6.8,6.3,4.7,0,Yes,Yes
INT-00474,Finance,9,5.0,4.5,6.2,50000,No,No
INT-00475,Engineering,11,9.4,6.8,29.2,75000,No,No
INT-00476,Marketing,9,9.2,9.1,22.4,25000,No,Yes
INT-00477,IT,9,4.8,7.8,8.8,50000,No,No
INT-00478,Engineering,7,9.6,7.5,7.5,75000,No,Yes
INT-00479,Marketing,10,9.0,6.2,4.2,150000,No,Yes
INT-00480,Engineering,22,6.1,4.3,0.8,50000,No,No
INT-00481,Engineering,10,9.3,2.5,3.0,50000,No,Yes
INT-00482,Engineering,6,8.1,8.6,15.6,100000,Yes,Yes
INT-00483,Admin,11,9.9,7.6,8.9,50000,No,Yes
INT-00484,Engineering,4,8.8,8.2,14.0,50000,No,Yes
INT-00485,Engineering,4,7.5,7.5,15.0,50000,Yes,Yes
INT-00486,Marketing,17,5.5,6.5,1.0,0,No,Yes
INT-00487,IT,9,7.2,4.7,3.8,150000,Yes,Yes
INT-00488,IT,13,9.4,5.7,9.5,0,No,Yes
INT-00489,Marketing,17,6.5,8.2,15.8,150000,No,Yes
INT-00490,Finance,7,8.2,4.5,13.4,150000,Yes,No
INT-00491,Admin,9,7.7,8.9,4.9,100000,No,Yes
INT-00492,Engineering,19,5.7,2.8,22.0,0,No,Yes
INT-00493,IT,24,8.1,7.5,3.4,50000,No,Yes
INT-00494,IT,4,6.4,9.6,4.3,50000,No,Yes
INT-00495,Admin,9,7.4,4.8,2.1,25000,No,No
INT-00496,Admin,12,5.7,7.8,2.6,50000,No,Yes
INT-00497,Engineering,18,5.4,6.6,0.6,0,No,Yes
INT-00498,IT,15,8.8,7.5,3.5,50000,No,Yes
INT-00499,Marketing,6,4.6,7.7,3.4,50000,No,No
INT-00500,Marketing,14,8.8,7.2,1.1,150000,Yes,Yes
INT-00501,Engineering,18,8.4,9.8,3.8,50000,No,Yes
INT-00502,Engineering,6,7.8,9.7,3.4,50000,Yes,Yes
INT-00503,Admin,17,8.5,8.7,13.3,75000,No,Yes
INT-00504,Finance,5,7.8,7.9,1.9,0,No,Yes
INT-00505,Engineering,7,5.5,8.7,10.8,100000,Yes,Yes
INT-00506,IT,22,8.0,4.8,1.6,150000,Yes,Yes
INT-00507,Marketing,15,6.9,9.3,6.0,0,No,Yes
INT-00508,Finance,5,7.8,5.0,11.2,25000,No,Yes
INT-00509,Marketing,20,6.7,7.5,8.0,0,No,Yes
INT-00510,Engineering,6,8.4,4.7,8.8,150000,No,Yes
INT-00511,Engineering,13,6.5,6.3,2.3,0,No,No
INT-00512,Admin,19,9.5,7.3,14.6,0,No,No
INT-00513,Marketing,12,8.0,6.6,24.8,75000,No,Yes
INT-00514,Finance,14,8.1,9.8,1.8,25000,Yes,Yes
INT-00515,IT,24,9.1,7.7,18.0,150000,Yes,Yes
INT-00516,IT,18,5.8,5.9,4.6,100000,No,No
INT-00517,Admin,6,8.2,8.1,10.1,25000,No,Yes
INT-00518,Finance,19,7.7,5.2,6.2,50000,Yes,Yes
INT-00519,Marketing,24,4.8,9.7,13.1,100000,No,No
INT-00520,IT,24,7.8,6.1,0.9,0,No,Yes
INT-00521,Engineering,24,8.0,6.5,3.6,50000,No,Yes
INT-00522,Admin,15,8.8,8.8,0.9,50000,No,No
INT-00523,Marketing,8,9.1,9.9,23.2,150000,No,Yes
INT-00524,Finance,10,6.4,3.7,2.0,50000,Yes,Yes
INT-00525,Finance,12,8.8,6.4,4.9,25000,No,Yes
INT-00526,Admin,24,8.8,3.9,8.7,50000,Yes,No
INT-00527,Admin,21,8.8,9.3,5.5,25000,Yes,Yes
INT-00528,IT,24,7.7,6.8,6.7,100000,Yes,Yes
INT-00529,IT,11,8.9,8.1,2.3,75000,Yes,Yes
INT-00530,Finance,15,6.3,8.1,1.1,50000,Yes,Yes
INT-00531,Finance,23,7.1,3.8,2.9,100000,Yes,No
INT-00532,Marketing,5,9.2,9.2,3.6,75000,Yes,Yes
INT-00533,Marketing,13,9.4,9.2,4.8,25000,Yes,Yes
INT-00534,Engineering,22,7.1,6.7,3.3,75000,No,No
INT-00535,Finance,12,6.7,7.8,0.8,25000,No,Yes
INT-00536,Marketing,11,8.5,8.9,1.3,75000,Yes,Yes
INT-00537,Finance,4,9.7,4.2,9.5,50000,Yes,Yes
INT-00538,IT,9,6.1,6.9,1.0,100000,No,Yes
INT-00539,Admin,15,8.2,8.4,0.9,50000,No,Yes
INT-00540,IT,22,8.2,7.6,13.9,100000,No,Yes
INT-00541,Marketing,20,7.2,9.1,0.8,50000,No,Yes
INT-00542,Engineering,5,7.7,7.1,1.1,25000,No,Yes
INT-00543,IT,14,5.5,8.8,6.9,25000,No,Yes
INT-00544,Engineering,21,6.9,6.9,5.2,50000,Yes,Yes
INT-00545,Engineering,14,8.8,5.9,27.2,25000,No,No
INT-00546,Admin,21,8.0,8.2,22.6,75000,No,Yes
INT-00547,IT,11,6.2,7.6,9.1,25000,No,Yes
INT-00548,Engineering,18,7.4,8.9,1.1,50000,No,Yes
INT-00549,Engineering,12,8.3,9.1,6.1,75000,No,Yes
INT-00550,Finance,18,5.8,9.9,0.9,50000,No,Yes
INT-00551,Engineering,10,8.1,3.9,19.6,0,No,Yes
INT-00552,Finance,23,7.4,7.7,9.1,50000,Yes,Yes
INT-00553,Engineering,16,7.7,5.3,7.3,100000,No,Yes
INT-00554,Engineering,16,4.9,8.8,5.0,75000,No,No
INT-00555,Finance,4,4.1,7.3,6.2,150000,No,No
INT-00556,Admin,23,6.9,7.1,4.6,25000,No,Yes
INT-00557,IT,7,5.5,6.2,1.3,150000,No,Yes
INT-00558,IT,7,7.1,6.8,9.2,50000,No,No
INT-00559,Finance,7,6.9,8.6,45.5,0,No,No
INT-00560,Engineering,16,7.0,8.4,1.5,50000,No,Yes
INT-00561,Engineering,5,7.8,7.1,41.7,25000,Yes,No
INT-00562,IT,18,8.6,5.9,18.9,25000,Yes,Yes
INT-00563,IT,7,7.5,5.0,18.5,50000,No,No
INT-00564,IT,9,8.1,6.7,14.7,50000,Yes,Yes
INT-00565,Admin,6,7.6,8.6,21.1,0,No,No
INT-00566,Engineering,10,6.2,4.9,2.8,25000,Yes,No
INT-00567,Admin,9,7.9,7.2,5.1,75000,No,Yes
INT-00568,Admin,6,8.6,8.4,5.7,100000,Yes,Yes
INT-00569,Marketing,7,7.9,9.4,1.1,0,Yes,Yes
INT-00570,Admin,13,6.7,8.0,32.2,0,No,No
INT-00571,Engineering,24,5.4,4.9,9.9,75000,No,Yes
INT-00572,Finance,12,5.2,6.4,5.3,0,Yes,No
INT-00573,Admin,9,7.4,6.8,39.4,0,Yes,No
INT-00574,Engineering,23,9.4,4.0,3.0,50000,No,No
INT-00575,Finance,14,3.5,6.4,3.8,75000,No,No
INT-00576,Marketing,10,7.9,5.1,2.2,100000,No,No
INT-00577,IT,21,8.5,7.6,2.2,50000,No,Yes
INT-00578,Marketing,7,8.0,6.3,2.2,50000,No,Yes
INT-00579,Admin,8,8.5,6.8,8.1,50000,No,Yes
INT-00580,IT,7,9.7,6.5,3.3,50000,No,Yes
INT-00581,Admin,7,5.6,7.2,24.7,100000,No,No
INT-00582,Marketing,16,9.1,8.3,14.1,75000,No,No
INT-00583,Admin,19,6.4,5.9,1.9,25000,No,Yes
INT-00584,Admin,17,5.4,7.5,14.9,150000,Yes,No
INT-00585,Engineering,14,6.3,7.8,3.9,25000,No,Yes
INT-00586,IT,5,9.3,7.3,2.6,25000,No,Yes
INT-00587,IT,17,7.7,3.0,12.7,50000,No,No
INT-00588,IT,10,6.2,4.4,16.1,50000,Yes,No
INT-00589,IT,14,6.6,7.6,26.3,0,No,No
INT-00590,IT,7,7.5,6.9,4.9,0,Yes,No
INT-00591,IT,10,7.6,5.7,7.1,150000,Yes,Yes
INT-00592,Engineering,19,7.2,8.6,8.1,25000,No,Yes
INT-00593,IT,9,7.0,8.7,8.4,150000,No,Yes
INT-00594,Admin,9,6.7,6.7,4.6,75000,Yes,Yes
INT-00595,Finance,5,6.6,3.5,1.8,25000,No,No
INT-00596,Admin,11,4.4,7.1,1.1,50000,Yes,No
INT-00597,Engineering,10,8.0,5.8,19.4,25000,Yes,No
INT-00598,IT,17,4.3,8.7,4.2,25000,Yes,Yes
INT-00599,IT,12,8.9,7.8,2.1,75000,Yes,Yes
INT-00600,IT,18,6.8,7.5,33.4,50000,No,No
INT-00601,IT,21,6.5,6.9,13.5,100000,No,No
INT-00602,IT,15,8.8,7.6,32.3,50000,No,Yes
INT-00603,IT,22,6.4,8.3,3.1,25000,No,Yes
INT-00604,IT,16,6.8,7.5,5.5,0,No,Yes
INT-00605,IT,10,9.2,7.7,13.7,75000,Yes,Yes
INT-00606,Admin,13,8.1,8.9,6.9,150000,No,Yes
INT-00607,IT,13,6.7,7.5,4.0,50000,No,Yes
INT-00608,Admin,5,8.3,5.9,1.9,50000,No,Yes
INT-00609,Engineering,17,4.6,3.5,7.1,25000,Yes,No
INT-00610,Engineering,16,7.3,8.2,7.8,75000,Yes,Yes
INT-00611,IT,9,3.8,6.2,10.7,50000,No,No
INT-00612,Finance,12,6.5,5.1,13.0,75000,Yes,Yes
INT-00613,Engineering,16,8.6,8.4,1.5,25000,Yes,Yes
INT-00614,IT,12,6.8,8.6,8.4,25000,No,Yes
INT-00615,Finance,16,8.9,5.3,12.7,100000,No,Yes
INT-00616,Marketing,8,7.1,8.6,4.4,150000,No,Yes
INT-00617,IT,17,8.7,4.5,3.1,100000,No,Yes
INT-00618,IT,8,3.7,6.5,5.7,50000,No,No
INT-00619,Finance,12,7.2,6.9,3.5,0,No,Yes
INT-00620,Engineering,11,9.4,7.8,6.2,100000,No,Yes
INT-00621,IT,10,9.5,3.6,3.5,100000,No,Yes
INT-00622,IT,11,8.5,8.0,4.9,150000,Yes,No
INT-00623,Admin,6,7.3,7.5,20.2,50000,Yes,No
INT-00624,Admin,18,9.1,6.4,20.4,75000,No,Yes
INT-00625,Engineering,11,8.1,3.8,39.3,25000,No,No
INT-00626,Admin,4,8.3,6.8,5.8,150000,No,Yes
INT-00627,Admin,10,8.9,9.4,2.0,75000,No,Yes
INT-00628,Engineering,22,6.2,9.5,18.1,75000,Yes,Yes
INT-00629,IT,5,9.5,7.0,7.8,75000,No,Yes
INT-00630,IT,17,9.1,8.2,11.5,75000,No,Yes
INT-00631,Engineering,21,8.6,7.3,1.9,25000,No,Yes
INT-00632,Finance,18,4.8,5.8,3.6,75000,No,No
INT-00633,Engineering,17,8.7,6.7,3.1,50000,No,Yes
INT-00634,Engineering,22,9.5,4.6,7.1,50000,No,Yes
INT-00635,IT,22,9.9,6.3,47.5,25000,No,No
INT-00636,Admin,20,9.6,4.8,8.1,100000,No,Yes
INT-00637,Engineering,22,8.4,5.5,7.3,75000,No,Yes
INT-00638,IT,19,7.8,7.3,11.9,25000,No,Yes
INT-00639,IT,23,8.2,6.1,3.7,25000,Yes,Yes
INT-00640,Admin,22,9.5,7.6,2.8,50000,Yes,Yes
INT-00641,IT,4,8.0,5.0,15.1,75000,No,Yes
INT-00642,Admin,22,6.2,9.2,26.4,0,No,No
INT-00643,IT,10,7.7,8.6,4.9,50000,No,Yes
INT-00644,Admin,14,7.2,8.8,0.8,25000,Yes,Yes
INT-00645,IT,8,8.5,6.1,2.1,100000,No,Yes
INT-00646,Finance,20,7.0,5.2,16.1,75000,No,No
INT-00647,Engineering,14,7.0,7.6,1.5,50000,No,Yes
INT-00648,Engineering,11,7.0,5.5,12.0,25000,No,Yes
INT-00649,Finance,13,5.4,4.6,8.2,50000,No,No
INT-00650,Admin,15,6.4,5.7,10.9,100000,No,Yes
INT-00651,IT,13,6.7,5.9,2.9,0,Yes,Yes
INT-00652,Engineering,16,7.6,6.6,0.6,150000,Yes,Yes
INT-00653,Engineering,21,7.1,6.8,0.8,0,No,Yes
INT-00654,Engineering,13,5.1,5.5,10.8,0,No,No
INT-00655,Admin,22,9.3,9.3,8.1,25000,Yes,Yes
INT-00656,IT,23,9.7,5.5,15.2,25000,No,Yes
INT-00657,IT,20,6.5,5.7,4.6,150000,No,No
INT-00658,Admin,23,4.5,8.4,7.0,25000,Yes,No
INT-00659,Engineering,19,8.1,8.3,12.7,100000,Yes,Yes
INT-00660,Engineering,8,4.8,3.8,6.0,50000,Yes,No
INT-00661,Admin,6,8.4,5.1,40.6,25000,Yes,No
INT-00662,Marketing,18,6.2,8.2,11.4,50000,No,No
INT-00663,Engineering,5,5.3,8.9,9.7,0,Yes,No
INT-00664,IT,16,8.4,8.3,13.4,75000,Yes,Yes
INT-00665,IT,11,4.5,7.3,12.5,25000,No,No
INT-00666,IT,20,8.7,7.8,2.5,75000,Yes,Yes
INT-00667,IT,7,6.0,5.5,2.4,25000,No,No
INT-00668,IT,22,5.6,4.0,8.0,150000,Yes,Yes
INT-00669,IT,12,7.0,8.6,5.1,25000,No,No
INT-00670,IT,18,7.9,6.5,16.9,50000,Yes,Yes
INT-00671,IT,12,8.2,9.8,3.2,0,No,Yes
INT-00672,Finance,24,5.4,3.8,3.7,25000,No,Yes
INT-00673,IT,12,6.6,7.6,2.0,25000,No,Yes
INT-00674,Engineering,17,9.4,5.7,32.5,100000,Yes,No
INT-00675,Admin,24,7.9,6.3,1.5,75000,No,Yes
INT-00676,Marketing,19,8.4,3.8,33.0,0,No,No
INT-00677,IT,20,6.7,9.4,10.3,25000,Yes,Yes
INT-00678,Admin,16,5.4,5.3,1.2,100000,No,No
INT-00679,Marketing,12,8.2,8.3,1.8,50000,No,Yes
INT-00680,Finance,18,8.9,9.2,3.7,25000,No,Yes
INT-00681,Finance,10,9.2,8.6,2.9,100000,No,Yes
INT-00682,IT,4,7.2,8.3,29.4,50000,Yes,No
INT-00683,IT,4,7.3,7.5,8.1,50000,No,No
INT-00684,Engineering,8,9.2,8.8,1.1,75000,No,Yes
INT-00685,Marketing,12,8.5,6.4,6.5,150000,Yes,Yes
INT-00686,Engineering,15,5.9,6.6,18.7,75000,No,No
INT-00687,Engineering,9,7.8,4.0,4.8,50000,Yes,Yes
INT-00688,IT,16,9.4,6.7,9.3,150000,No,Yes
INT-00689,Finance,11,7.3,7.7,12.4,50000,No,Yes
INT-00690,IT,18,5.9,6.3,2.1,150000,No,Yes
INT-00691,Admin,9,7.9,8.8,16.0,100000,Yes,No
INT-00692,Admin,9,6.8,6.3,5.3,50000,Yes,Yes
INT-00693,Engineering,7,6.2,7.8,1.0,25000,Yes,Yes
INT-00694,IT,14,9.7,6.9,17.4,50000,Yes,Yes
INT-00695,IT,24,7.2,9.0,7.1,25000,No,Yes
INT-00696,Engineering,21,7.5,5.3,2.3,25000,Yes,Yes
INT-00697,IT,6,9.5,7.8,3.6,100000,No,Yes
INT-00698,Engineering,6,9.9,8.8,7.2,25000,No,Yes
INT-00699,IT,15,5.9,8.0,4.2,150000,No,Yes
INT-00700,Admin,24,9.8,4.5,2.6,25000,Yes,Yes
INT-00701,Engineering,24,6.8,5.0,5.7,50000,No,Yes
INT-00702,IT,9,8.2,9.4,2.1,25000,Yes,Yes
INT-00703,Admin,24,8.1,7.7,2.8,50000,Yes,Yes
INT-00704,IT,9,8.7,3.8,14.5,75000,No,No
INT-00705,IT,11,8.6,4.8,2.6,150000,No,No
INT-00706,Marketing,18,7.2,7.0,10.0,150000,Yes,Yes
INT-00707,Admin,21,2.9,5.4,2.8,0,No,No
INT-00708,Finance,23,8.3,5.5,2.4,50000,Yes,Yes
INT-00709,IT,19,7.4,2.8,2.8,25000,No,No
INT-00710,Engineering,9,8.4,9.0,5.6,25000,No,Yes
INT-00711,Finance,24,8.3,5.3,1.8,100000,No,Yes
INT-00712,Engineering,20,7.0,7.5,1.4,50000,No,Yes
INT-00713,Admin,12,9.2,3.1,11.8,150000,No,Yes
INT-00714,Admin,22,6.7,8.2,0.7,100000,No,Yes
INT-00715,Admin,21,3.9,8.2,4.4,50000,Yes,Yes
INT-00716,Marketing,8,7.1,6.1,4.5,0,No,Yes
INT-00717,Finance,9,9.0,8.1,18.4,0,Yes,Yes
INT-00718,Marketing,15,8.6,7.7,12.4,75000,Yes,Yes
INT-00719,IT,14,6.8,9.3,6.2,100000,No,Yes
INT-00720,Engineering,19,8.0,5.2,5.7,50000,No,No
INT-00721,Marketing,23,8.7,8.6,7.2,100000,No,Yes
INT-00722,IT,20,4.2,7.6,4.0,50000,No,Yes
INT-00723,IT,23,6.0,4.7,10.2,150000,Yes,Yes
INT-00724,Engineering,12,5.6,4.0,9.8,100000,No,No
INT-00725,Engineering,4,7.9,6.5,7.3,75000,Yes,Yes
INT-00726,Finance,6,8.6,4.7,1.0,100000,No,Yes
INT-00727,IT,24,7.9,6.6,1.6,50000,Yes,Yes
INT-00728,Finance,12,5.9,5.3,0.8,25000,Yes,No
INT-00729,IT,22,8.0,5.6,10.6,75000,Yes,No
INT-00730,IT,16,6.9,6.8,5.7,75000,No,Yes
INT-00731,IT,17,7.9,7.5,25.3,75000,Yes,No
INT-00732,Finance,23,7.2,7.2,24.8,0,Yes,No
INT-00733,Engineering,22,9.6,9.4,13.3,25000,Yes,Yes
INT-00734,Engineering,10,7.5,7.9,5.2,150000,No,Yes
INT-00735,Admin,7,7.5,7.2,3.5,100000,No,Yes
INT-00736,Finance,15,8.1,4.7,2.3,50000,No,Yes
INT-00737,Admin,17,6.5,4.8,2.6,75000,Yes,Yes
INT-00738,Finance,5,6.4,7.5,37.6,100000,Yes,No
INT-00739,Admin,4,4.8,7.2,6.5,150000,No,Yes
INT-00740,Admin,21,8.1,5.4,0.6,100000,Yes,Yes
INT-00741,Admin,23,9.7,7.4,0.9,50000,No,No
INT-00742,Admin,11,8.9,9.4,5.4,150000,No,Yes
INT-00743,Engineering,6,8.5,4.1,5.2,100000,No,Yes
INT-00744,Engineering,9,4.7,8.1,4.7,0,Yes,Yes
INT-00745,IT,16,9.1,7.8,14.4,25000,Yes,Yes
INT-00746,Finance,12,7.8,7.8,10.2,75000,No,Yes
INT-00747,Admin,12,9.9,7.7,1.4,100000,Yes,Yes
INT-00748,Engineering,23,7.9,8.0,4.1,50000,Yes,No
INT-00749,Marketing,12,9.2,7.8,7.8,100000,Yes,Yes
INT-00750,Engineering,18,9.1,8.8,4.4,75000,No,Yes
INT-00751,IT,16,7.6,7.8,2.4,50000,Yes,Yes
INT-00752,Marketing,19,8.0,7.1,8.4,50000,No,Yes
INT-00753,Engineering,5,9.0,7.7,7.9,0,No,Yes
INT-00754,Admin,17,6.9,6.5,29.9,150000,Yes,No
INT-00755,IT,9,9.2,6.6,7.1,25000,No,Yes
INT-00756,Finance,5,4.7,7.3,17.1,25000,Yes,No
INT-00757,Engineering,11,4.4,7.2,24.3,0,No,No
INT-00758,Engineering,7,9.2,6.8,5.1,50000,No,No
INT-00759,Finance,24,5.8,6.8,0.9,0,No,Yes
INT-00760,Finance,17,8.5,7.1,1.7,100000,Yes,Yes
INT-00761,IT,14,6.7,5.0,6.1,25000,No,Yes
INT-00762,Admin,17,4.6,9.3,18.4,150000,Yes,Yes
INT-00763,IT,15,9.7,9.2,9.0,100000,Yes,Yes
INT-00764,Engineering,19,7.9,4.0,2.3,0,No,No
INT-00765,IT,9,5.5,7.1,10.2,75000,Yes,Yes
INT-00766,Engineering,23,7.6,6.7,18.5,25000,No,Yes
INT-00767,Finance,4,8.4,5.9,0.7,25000,Yes,Yes
INT-00768,Finance,15,9.3,2.2,2.7,50000,No,Yes
INT-00769,Admin,10,5.9,5.7,1.8,25000,Yes,No
INT-00770,Finance,11,4.1,3.9,12.8,50000,No,No
INT-00771,IT,12,7.6,9.6,18.3,0,No,No
INT-00772,Finance,5,8.1,7.1,7.0,50000,Yes,Yes
INT-00773,IT,20,7.6,8.3,15.6,25000,Yes,Yes
INT-00774,Admin,23,7.9,8.0,9.1,25000,No,Yes
INT-00775,Finance,16,8.7,5.1,9.1,0,No,Yes
INT-00776,IT,8,6.6,6.1,7.4,75000,Yes,No
INT-00777,IT,13,8.3,6.5,0.9,0,No,Yes
INT-00778,Engineering,15,9.0,3.9,22.6,75000,No,No
INT-00779,Engineering,20,6.2,7.0,4.0,0,No,No
INT-00780,Engineering,24,9.8,8.2,13.5,50000,No,Yes
INT-00781,Engineering,9,7.1,5.7,13.8,25000,No,No
INT-00782,Engineering,6,8.3,5.0,27.5,25000,Yes,No
INT-00783,IT,18,5.0,3.3,3.7,150000,No,Yes
INT-00784,Admin,10,9.1,6.1,48.1,50000,Yes,No
INT-00785,IT,9,8.1,6.9,3.4,50000,No,Yes
INT-00786,Marketing,7,9.6,6.3,5.3,150000,Yes,Yes
INT-00787,Engineering,22,7.2,5.6,10.3,100000,No,Yes
INT-00788,Admin,8,9.2,6.3,1.8,75000,No,Yes
INT-00789,Admin,6,8.5,2.6,3.0,25000,No,No
INT-00790,Marketing,12,8.7,6.9,10.9,75000,No,Yes
INT-00791,IT,9,8.1,6.8,29.8,100000,No,No
INT-00792,Engineering,16,8.9,7.0,11.1,100000,No,Yes
INT-00793,Engineering,23,9.0,7.5,16.4,100000,No,Yes
INT-00794,Engineering,7,6.2,5.2,0.8,0,Yes,Yes
INT-00795,IT,5,8.3,9.3,7.4,25000,No,Yes
INT-00796,Finance,7,8.3,4.7,20.1,50000,No,No
INT-00797,Marketing,11,8.4,8.6,9.7,50000,No,No
INT-00798,Engineering,16,4.0,4.4,9.5,50000,No,No
INT-00799,Engineering,13,5.6,9.3,2.3,150000,No,Yes
INT-00800,Marketing,21,7.9,6.6,16.3,50000,No,Yes
INT-00801,Engineering,12,6.9,5.2,16.5,100000,Yes,Yes
INT-00802,IT,4,8.7,7.5,8.1,50000,No,Yes
INT-00803,Engineering,16,8.2,7.9,4.9,50000,Yes,Yes
INT-00804,Engineering,21,8.8,8.5,14.4,150000,No,Yes
INT-00805,Admin,18,6.7,6.6,5.5,25000,No,Yes
INT-00806,Engineering,5,6.8,8.1,14.3,50000,No,Yes
INT-00807,Marketing,14,8.8,4.8,5.8,100000,Yes,Yes
INT-00808,Marketing,17,6.1,9.8,7.4,50000,Yes,Yes
INT-00809,Admin,18,8.0,5.3,11.5,75000,No,No
INT-00810,IT,17,7.6,6.0,3.0,0,Yes,Yes
INT-00811,Marketing,19,7.8,7.2,2.8,50000,Yes,Yes
INT-00812,Finance,18,5.4,7.5,9.3,50000,Yes,Yes
INT-00813,IT,22,7.7,6.0,25.1,75000,Yes,Yes
INT-00814,Marketing,12,6.2,8.7,5.2,0,Yes,No
INT-00815,Finance,8,6.3,8.0,18.8,100000,No,No
INT-00816,Engineering,8,7.4,8.8,6.3,50000,No,Yes
INT-00817,Engineering,14,9.0,8.6,29.7,25000,No,No
INT-00818,Admin,23,8.6,4.1,13.1,75000,No,No
INT-00819,IT,7,7.1,6.2,16.2,50000,No,No
INT-00820,Admin,23,7.5,8.3,9.6,25000,No,Yes
INT-00821,Finance,21,7.3,8.8,16.7,50000,No,Yes
INT-00822,IT,6,8.6,4.0,7.7,75000,No,Yes
INT-00823,Admin,7,5.0,8.4,7.2,25000,Yes,No
INT-00824,Admin,17,5.2,5.5,17.1,50000,No,No
INT-00825,Engineering,10,8.5,8.5,0.6,100000,No,Yes
INT-00826,Marketing,11,8.2,8.6,5.7,0,No,Yes
INT-00827,Admin,19,6.4,6.8,16.8,100000,No,No
INT-00828,Admin,23,7.2,7.9,2.2,100000,No,Yes
INT-00829,Engineering,18,7.1,6.1,25.9,75000,Yes,No
INT-00830,Admin,10,9.2,6.4,11.3,75000,No,Yes
INT-00831,IT,20,7.1,7.2,12.0,50000,No,Yes
INT-00832,Admin,15,6.1,6.9,9.3,75000,No,Yes
INT-00833,IT,21,8.8,8.8,5.2,100000,Yes,Yes
INT-00834,IT,17,8.4,8.9,5.4,25000,Yes,Yes
INT-00835,Admin,18,8.4,5.0,15.1,150000,No,Yes
INT-00836,Admin,18,9.0,8.1,1.7,25000,No,Yes
INT-00837,Marketing,8,7.8,8.8,6.4,0,No,Yes
INT-00838,Admin,19,5.0,6.9,3.5,75000,No,Yes
INT-00839,Engineering,8,8.2,6.3,33.7,150000,No,No
INT-00840,Engineering,5,8.3,3.5,0.5,100000,Yes,Yes
